Flow_Rate,Suction_Pressure,Discharge_Pressure,Vibration_RMS,Bearing_Temperature,Motor_Power,Fluid_Temperature,Cavitation_Index,Pump_Failure
234.08,1.58,11.61,1.71,47.35,57.32,40.27,1.33,0
194.54,2.47,12.62,4.97,69.75,63.06,26.61,0.99,0
292.86,2.72,13.15,6.76,38.66,36.97,41.05,0.85,0
326.01,2.04,9.69,5.59,53.98,80.32,43.25,0.75,0
325.15,1.11,8.83,5.29,44.88,66.64,54.44,0.43,0
305.08,2.56,11.41,3.5,61.81,79.36,29.93,1.35,0
241.11,2.03,16.92,4.4,56.61,66.51,28.15,0.9,0
233.56,2.03,9.95,4.63,69.19,65.41,49.83,0.86,0
174.8,2.29,14.93,4.78,63.81,82.83,24.88,0.95,0
341.61,2.42,15.96,0.83,55.98,79.73,54.56,2.9,0
271.1,2.49,12.11,1.83,63.93,89.12,51.83,2.02,0
227.86,1.97,10.3,2.35,65.03,58.14,45.81,1.37,0
309.76,2.37,13.28,0.61,44.05,48.08,24.83,3.18,0
206.23,1.45,12.49,0.45,64.28,42.63,38.41,2.13,0
268.3,2.69,9.85,2.58,58.57,45.34,39.48,1.75,0
242.23,0.79,10.35,0.98,60.87,70.18,42.89,0.88,0
278.74,2.33,13.13,2.88,50.11,100.9,45.54,1.41,0
247.14,3.05,14.33,2.99,44.75,82.63,32.51,1.8,0
184.71,1.86,11.19,1.86,42.59,57.31,50.61,1.5,0
253.4,2.93,11.83,1.89,25.0,71.5,45.2,2.33,0
297.2,3.19,13.67,1.32,46.49,51.7,45.11,3.1,0
248.69,0.52,11.57,0.69,84.27,52.63,37.77,0.66,0
284.88,2.41,11.25,2.66,64.87,44.48,43.88,1.54,0
202.95,0.77,10.11,1.86,58.82,45.48,18.57,0.62,0
248.82,2.43,10.07,0.84,66.53,68.33,43.98,2.91,0
221.9,2.5,18.67,1.69,51.88,82.24,56.58,2.12,0
283.61,1.01,11.51,4.07,50.3,75.62,47.81,0.48,0
251.42,3.65,15.41,0.44,51.52,81.86,46.64,4.0,0
281.05,2.67,16.21,2.11,46.17,71.76,47.73,1.99,0
298.95,1.99,11.54,0.78,47.16,59.49,52.09,2.45,0
281.12,3.38,12.92,1.69,54.81,52.12,38.01,2.88,0
262.29,1.42,12.26,0.4,55.77,68.65,49.85,2.16,0
205.08,1.76,7.97,0.5,70.91,34.81,44.57,2.52,0
249.87,1.12,8.12,0.45,67.3,50.93,40.64,1.65,0
226.01,3.58,12.12,6.24,37.17,48.19,53.51,1.19,0
234.52,2.7,10.94,2.55,51.47,78.66,33.12,1.77,0
233.15,2.9,16.73,0.98,41.73,39.34,33.5,3.25,0
205.9,2.68,11.41,1.02,25.0,73.94,16.43,2.96,0
161.92,2.84,16.88,3.38,56.05,65.81,30.71,1.53,0
219.93,2.55,10.81,2.94,61.93,65.99,35.6,1.52,0
258.7,2.66,16.78,1.95,55.86,52.99,39.5,2.08,0
189.33,2.56,13.27,5.24,60.24,38.05,44.49,0.99,0
250.71,2.13,13.41,1.02,50.98,67.5,48.81,2.35,0
335.51,2.47,10.72,0.47,42.67,73.29,26.71,3.6,0
296.04,2.66,13.44,5.02,50.6,67.46,41.1,1.06,0
323.96,2.57,16.23,1.34,71.43,57.84,30.17,2.48,0
267.6,1.61,11.64,0.48,59.5,42.93,26.7,2.32,0
302.54,1.69,11.15,2.02,36.75,50.65,43.24,1.29,0
217.42,3.15,11.38,2.33,56.56,66.75,41.02,2.2,0
221.0,2.32,16.05,1.96,70.29,48.15,44.93,1.8,0
126.74,2.85,14.14,4.8,64.14,45.57,45.8,1.18,0
303.38,1.84,15.62,6.53,70.44,38.3,35.18,0.59,0
319.31,1.62,12.78,1.36,37.14,68.03,50.94,1.55,0
225.11,1.99,12.1,3.7,56.51,67.71,30.82,1.01,0
238.57,2.37,13.06,1.51,50.82,77.31,29.44,2.14,0
216.08,2.1,14.68,4.97,62.14,27.84,43.98,0.84,0
267.22,3.28,11.38,0.6,44.81,77.58,42.15,4.0,0
300.62,2.61,15.42,2.23,44.6,76.7,31.9,1.87,0
171.58,3.61,12.91,3.13,54.96,78.13,31.67,2.06,0
268.42,2.74,5.98,3.19,43.94,61.79,43.8,1.54,0
237.55,1.05,14.21,1.44,58.11,63.33,42.5,0.98,0
255.1,3.13,8.82,1.83,30.53,63.26,29.62,2.55,0
270.65,1.59,14.15,2.96,69.11,46.3,33.57,0.95,0
241.53,2.64,14.25,2.27,25.0,46.94,30.89,1.87,0
245.34,2.04,12.82,2.17,65.86,63.39,18.8,1.49,0
240.38,3.79,13.36,1.4,48.03,56.26,53.64,3.57,0
293.66,3.36,14.75,0.9,37.61,70.74,42.38,3.92,0
268.84,2.05,10.76,4.26,57.04,54.65,51.58,0.93,0
259.93,2.42,13.98,0.83,65.63,37.97,36.94,2.92,0
192.81,2.65,14.91,4.83,68.9,38.67,30.28,1.09,0
232.96,3.02,16.4,5.47,68.51,48.58,31.26,1.12,0
290.44,2.52,9.24,3.59,44.7,70.89,31.25,1.3,0
251.7,1.89,13.02,1.48,57.46,52.21,34.81,1.72,0
279.68,2.07,9.6,0.42,33.66,64.48,24.52,3.1,0
329.49,2.5,9.49,3.16,55.95,34.92,36.13,1.42,0
296.74,3.24,12.9,0.64,59.06,62.43,34.25,4.0,0
254.19,2.76,12.19,1.15,50.5,60.57,48.73,2.87,0
227.01,2.04,14.86,1.37,32.97,77.85,45.37,1.94,0
135.09,2.89,11.13,0.91,47.87,62.31,36.17,3.35,0
242.42,2.27,11.66,1.07,77.89,71.44,44.76,2.45,0
235.33,3.03,12.53,2.25,59.69,89.19,29.05,2.17,0
267.57,4.02,9.85,8.13,49.18,60.6,27.37,1.07,1
243.07,2.28,10.19,2.95,53.09,83.01,39.06,1.36,0
235.58,2.98,14.79,4.29,59.62,61.86,41.02,1.34,0
169.93,2.05,10.63,1.29,36.41,51.99,38.6,2.02,0
207.7,2.43,14.96,6.97,37.03,58.37,53.56,0.74,0
271.45,2.52,13.52,6.47,46.17,52.4,46.87,0.81,0
327.22,2.38,8.13,1.49,48.86,52.94,50.35,2.17,0
245.61,3.98,13.33,6.78,76.53,51.4,34.47,1.24,0
264.75,2.32,13.31,1.04,55.85,55.45,43.33,2.53,0
292.86,2.85,13.06,1.75,48.8,70.66,29.57,2.38,0
213.51,1.34,11.65,1.88,55.68,34.48,32.69,1.07,0
266.51,2.76,9.65,1.42,30.7,64.31,43.31,2.58,0
216.68,3.19,15.37,0.4,44.15,61.8,31.1,4.0,0
288.92,2.18,11.75,0.4,46.02,80.77,32.09,3.31,0
256.81,0.99,9.79,1.62,42.75,54.51,44.31,0.86,0
263.43,2.48,13.14,4.53,69.81,76.98,32.36,1.07,0
214.78,2.51,10.14,1.93,62.92,47.1,49.62,1.98,0
281.82,2.93,9.63,1.13,40.47,53.18,37.86,3.09,0
343.81,3.71,11.06,3.7,39.8,66.25,38.27,1.87,0
204.64,2.27,10.34,3.12,39.89,69.12,42.51,1.3,0
234.71,1.99,9.72,2.55,52.76,56.02,38.65,1.31,0
260.42,1.8,14.02,1.09,57.4,63.34,42.8,1.93,0
285.39,2.62,11.72,2.11,59.99,57.53,30.82,1.95,0
224.82,2.79,15.13,0.4,42.83,71.87,15.0,4.0,0
122.51,2.17,9.86,4.66,52.86,57.8,25.87,0.92,0
311.16,2.97,7.68,3.17,54.33,56.66,35.45,1.68,0
284.22,2.78,12.37,1.3,69.36,74.87,44.9,2.72,0
171.57,2.53,16.64,2.24,64.29,63.15,61.59,1.81,0
222.66,1.96,13.33,1.64,37.78,70.02,34.07,1.7,0
320.57,2.21,20.04,2.2,32.39,97.48,33.46,1.6,1
315.15,1.04,12.83,8.2,53.67,30.22,43.37,0.3,1
292.24,2.64,12.59,4.75,47.35,44.59,42.22,1.1,0
242.07,2.52,6.61,3.89,43.47,46.08,42.56,1.22,0
253.73,2.61,13.07,3.9,45.92,47.2,37.44,1.27,0
244.11,2.8,12.42,5.03,61.95,81.35,20.19,1.12,0
300.77,2.73,10.98,5.13,36.96,19.99,41.97,1.07,0
210.59,2.43,11.66,3.45,77.18,67.23,39.52,1.3,0
213.74,2.53,11.83,2.05,46.39,37.01,24.11,1.92,0
295.46,1.66,11.55,0.79,62.59,60.38,45.81,2.03,0
248.0,2.15,17.22,2.78,46.97,63.89,47.3,1.33,0
312.03,2.53,11.07,1.82,36.78,73.59,45.58,2.06,0
219.78,2.06,12.42,0.87,53.25,56.02,35.93,2.43,0
247.53,3.02,10.99,2.27,39.95,57.4,42.21,2.14,0
208.49,2.1,13.96,0.55,56.77,29.26,31.02,2.93,0
250.33,2.63,12.44,1.51,54.7,94.2,26.15,2.38,0
183.47,2.57,11.3,3.99,46.66,64.6,39.01,1.23,0
228.06,2.95,7.19,2.05,56.82,66.58,24.98,2.23,0
185.37,3.04,12.61,3.21,67.47,76.1,38.67,1.7,0
281.23,2.92,11.23,3.1,53.68,58.99,39.48,1.67,0
282.25,1.24,11.85,1.92,46.26,66.36,31.83,0.97,0
172.14,3.22,9.04,3.55,59.8,70.73,59.41,1.68,0
310.02,3.42,15.58,2.12,60.3,37.88,34.01,2.54,0
362.38,2.21,14.14,0.7,51.58,67.96,42.12,2.84,0
252.07,2.64,15.58,1.86,71.48,91.13,38.09,2.12,0
221.15,1.97,14.87,6.89,51.41,86.2,49.39,0.6,0
377.09,1.33,13.48,1.01,72.86,82.98,36.65,1.47,0
190.65,2.06,9.14,6.6,47.14,88.66,27.33,0.66,0
250.9,2.18,16.61,0.4,65.2,41.11,44.15,3.3,0
258.08,2.29,9.68,0.53,52.36,52.13,24.97,3.22,0
310.53,1.92,11.33,0.92,58.22,46.33,31.52,2.22,0
266.19,2.06,13.77,0.6,30.69,112.43,34.9,2.78,0
227.56,2.49,13.89,4.08,81.02,63.66,35.27,1.17,0
207.2,2.04,13.43,0.44,58.8,38.79,36.54,3.01,0
234.62,2.83,11.0,1.02,67.2,43.47,35.74,3.12,0
204.69,2.91,10.48,3.52,38.47,61.61,41.26,1.53,0
252.15,3.93,18.34,2.53,57.06,39.56,33.2,2.6,0
224.61,3.18,11.9,1.95,52.85,88.03,44.35,2.48,0
182.77,2.65,11.6,1.75,42.31,71.86,31.58,2.21,0
306.48,2.13,10.22,3.4,70.42,64.7,27.31,1.14,0
227.6,2.68,12.61,0.67,56.76,44.2,28.69,3.48,0
192.93,2.7,12.5,0.95,54.35,40.18,35.89,3.07,0
242.43,2.19,11.96,2.9,62.5,65.24,49.71,1.32,0
253.08,2.97,12.95,1.01,44.74,62.06,39.72,3.28,0
171.41,1.66,16.41,2.17,56.94,40.75,35.39,1.21,0
264.92,2.35,10.51,1.55,56.08,59.19,39.6,2.1,0
202.88,2.83,12.11,1.16,56.61,59.23,27.9,2.94,0
327.0,2.33,10.38,1.89,67.33,71.07,22.94,1.85,0
273.58,2.38,12.74,0.4,49.91,91.6,30.12,3.6,0
232.0,2.42,10.58,2.83,48.64,28.81,29.51,1.48,0
216.47,2.0,10.69,2.76,47.63,72.02,63.99,1.25,0
245.28,3.2,8.35,5.17,47.13,49.55,59.22,1.25,0
277.58,1.89,12.24,0.88,68.23,66.32,59.11,2.21,0
248.85,2.69,13.07,4.56,54.15,61.96,27.84,1.16,0
240.23,2.75,16.65,0.92,67.27,67.5,57.55,3.16,0
252.63,1.93,13.17,3.62,58.25,41.35,32.87,0.99,0
222.83,2.54,10.88,0.59,44.51,74.54,56.45,3.45,0
234.56,1.95,8.6,1.01,36.92,60.61,44.39,2.16,0
156.14,3.33,8.95,1.09,37.58,80.88,30.08,3.56,0
293.82,1.82,8.76,2.2,44.31,83.89,56.55,1.31,0
263.45,2.11,16.7,2.63,67.24,63.55,56.15,1.36,0
215.19,1.77,12.72,0.42,70.61,74.85,29.39,2.65,0
335.44,1.69,10.54,2.4,56.12,73.55,43.26,1.15,0
253.92,3.45,9.6,2.18,66.12,80.08,20.63,2.51,0
203.37,2.83,9.86,2.6,48.34,78.99,36.05,1.84,0
288.55,2.58,10.48,2.63,47.47,42.54,36.12,1.66,0
267.91,2.11,15.29,5.46,64.25,64.17,35.91,0.78,0
267.76,3.04,11.93,1.18,57.0,39.18,56.12,3.13,0
230.84,2.01,8.38,4.68,63.8,52.17,26.64,0.84,0
270.27,2.98,17.78,2.88,55.61,52.78,37.76,1.8,0
238.22,1.98,9.15,1.54,50.5,68.78,47.55,1.77,0
275.02,2.11,10.52,1.29,52.41,56.55,26.85,2.08,0
164.28,2.95,15.28,3.34,58.69,57.61,31.17,1.61,0
230.48,3.02,13.04,0.93,57.88,74.99,51.15,3.47,0
327.5,2.86,10.83,2.99,43.82,73.19,53.45,1.69,0
215.48,1.87,8.92,1.31,53.54,64.14,35.67,1.82,0
222.83,2.23,9.58,3.44,36.75,71.24,48.58,1.19,0
229.84,2.59,9.73,1.13,50.81,69.69,55.57,2.72,0
195.33,1.99,12.02,1.75,43.95,89.47,35.93,1.66,0
150.63,3.32,12.48,1.38,25.0,56.87,47.92,3.16,0
239.62,1.06,11.63,5.21,81.52,48.72,35.77,0.41,0
256.11,2.03,11.9,6.51,45.73,63.06,26.47,0.66,0
247.64,2.19,9.37,1.41,43.7,45.74,40.04,2.07,0
243.48,0.79,12.73,2.57,74.48,54.48,37.56,0.52,0
251.94,1.66,15.2,2.07,40.94,66.75,30.73,1.25,0
296.03,2.88,11.59,1.29,37.58,52.39,36.61,2.83,0
241.43,2.52,11.54,0.89,52.54,56.58,37.73,2.94,0
224.17,3.44,12.21,0.77,49.06,55.91,42.79,4.0,0
237.35,3.43,14.8,1.06,47.33,53.5,50.4,3.72,0
276.07,2.76,9.76,1.46,43.99,43.55,50.41,2.55,0
313.54,2.69,15.63,1.63,52.74,75.18,39.13,2.33,0
221.73,2.54,13.05,0.4,74.64,80.55,34.53,3.85,0
254.45,0.91,12.07,3.95,35.67,74.27,53.4,0.44,1
265.23,1.66,15.03,4.85,65.09,74.14,39.0,0.68,0
205.33,2.56,9.04,5.45,73.4,53.76,34.03,0.96,0
250.92,2.87,13.31,0.53,47.49,62.63,41.7,4.0,0
184.04,2.67,13.08,1.74,59.52,48.31,21.74,2.24,0
170.39,1.96,9.66,4.19,53.54,57.98,35.3,0.9,0
266.5,3.06,13.15,0.4,34.37,59.31,34.63,4.0,0
232.73,3.39,12.71,0.7,69.63,39.22,32.1,4.0,0
259.1,3.06,11.55,3.51,55.42,61.98,43.8,1.61,0
249.19,3.09,14.16,1.54,48.75,52.04,50.78,2.77,0
206.06,2.16,10.57,1.76,36.74,63.98,56.93,1.8,0
247.96,3.15,12.68,1.09,61.25,56.47,35.04,3.36,0
194.51,2.59,11.67,2.51,56.83,65.2,37.17,1.72,0
312.59,2.81,10.46,2.27,62.27,70.47,33.2,1.99,0
188.98,2.72,13.26,0.79,61.66,41.2,45.38,3.33,0
241.19,2.43,11.48,4.51,45.24,55.21,21.32,1.05,0
203.1,1.98,8.32,0.4,25.0,50.28,36.11,3.01,0
275.67,2.45,7.5,2.73,53.68,77.67,42.91,1.54,0
235.09,3.09,13.97,2.28,52.87,85.47,33.77,2.19,0
226.66,2.24,8.95,5.55,56.97,60.64,35.71,0.82,0
288.39,3.04,12.7,1.39,73.21,66.07,49.91,2.87,0
251.32,2.94,12.14,1.2,54.42,37.89,39.43,3.0,0
273.25,2.32,11.08,4.15,63.31,64.55,51.95,1.07,0
205.84,3.33,16.89,1.07,59.53,56.12,56.37,3.59,0
186.78,2.29,12.45,0.68,38.38,80.38,45.31,2.96,0
254.82,3.41,13.89,3.76,39.52,56.59,37.09,1.7,0
235.65,2.76,12.71,3.63,68.84,47.69,55.82,1.41,0
278.19,2.49,11.42,3.08,44.45,39.86,15.0,1.44,0
246.4,1.97,11.95,0.96,59.43,62.72,24.48,2.22,0
259.23,2.45,15.65,4.42,42.71,51.85,47.7,1.08,0
176.95,2.38,14.72,2.21,63.96,78.26,64.74,1.72,0
334.98,1.75,16.88,2.19,57.97,69.5,46.83,1.27,0
242.61,2.37,12.55,6.68,51.43,58.49,41.85,0.75,0
281.39,2.02,9.81,0.63,63.0,69.41,35.34,2.69,0
212.38,2.85,10.9,3.49,58.12,86.15,45.56,1.51,0
263.86,3.28,9.03,5.87,46.33,42.6,51.58,1.15,0
191.37,1.76,13.92,0.7,55.14,50.47,47.49,2.26,0
270.34,3.53,10.54,2.6,63.03,89.12,40.63,2.29,0
233.98,2.42,4.36,1.07,68.29,48.68,50.34,2.61,0
251.31,1.91,18.16,2.98,53.46,69.93,43.05,1.13,0
281.41,2.95,10.57,2.76,76.44,77.81,45.1,1.84,0
194.54,2.23,10.56,3.4,46.07,59.76,49.71,1.2,0
219.2,2.45,16.18,1.06,36.32,70.34,30.66,2.65,0
270.58,2.26,8.98,2.55,38.07,55.59,39.78,1.49,0
344.42,2.01,14.84,3.53,54.88,87.25,41.14,1.05,0
243.79,2.93,10.53,1.26,55.14,53.37,27.99,2.92,0
276.6,2.33,8.69,2.73,56.51,45.68,29.1,1.46,0
245.19,1.64,16.26,1.56,46.98,73.33,33.74,1.46,0
337.4,2.83,14.31,4.28,81.71,70.65,50.42,1.28,0
171.38,1.78,14.3,0.55,73.13,62.24,38.04,2.46,0
254.26,1.81,12.92,2.53,41.27,60.5,41.3,1.2,0
176.85,3.22,13.5,5.26,53.78,52.56,43.08,1.24,0
137.2,1.78,8.92,1.61,55.59,48.98,46.31,1.56,0
263.39,1.11,12.28,0.45,63.23,50.91,45.01,1.63,0
256.28,2.87,9.68,2.46,36.71,64.69,40.67,1.94,0
237.18,2.32,8.53,5.14,34.43,56.9,38.62,0.91,0
245.22,2.37,13.03,1.95,40.37,37.63,50.95,1.85,0
389.42,2.31,14.9,2.06,73.05,53.69,35.07,1.75,0
238.38,2.64,11.04,0.47,47.14,56.81,53.6,3.83,0
272.96,2.05,11.47,4.17,64.7,67.65,34.29,0.95,0
220.78,3.39,9.15,1.71,62.07,64.38,37.16,2.86,0
263.29,1.61,12.02,4.15,52.84,86.33,47.08,0.75,0
239.28,2.77,13.9,3.61,64.93,45.31,63.65,1.42,0
231.53,2.89,13.98,1.02,40.27,68.3,20.64,3.18,0
331.85,2.04,13.36,2.76,49.34,69.52,48.66,1.27,0
302.97,1.89,10.45,3.65,28.4,64.19,44.73,0.96,0
256.15,3.11,10.37,4.78,56.17,55.54,35.47,1.29,0
146.31,1.91,13.99,1.5,45.49,49.75,43.59,1.74,0
233.75,2.14,14.03,2.11,81.28,59.39,27.99,1.59,0
371.64,3.03,11.57,0.4,55.7,33.18,32.07,4.0,0
239.62,2.52,10.93,5.56,64.83,46.14,44.28,0.93,0
299.64,1.42,14.92,3.25,62.83,45.38,29.92,0.79,0
314.89,3.55,11.1,2.85,54.07,67.56,41.51,2.16,0
259.85,2.18,13.86,0.4,66.91,69.38,33.36,3.31,0
212.12,2.26,11.66,3.02,55.4,43.92,35.47,1.32,0
140.41,2.65,9.38,2.45,60.71,40.39,50.76,1.79,0
280.79,2.88,16.03,1.92,83.3,38.05,28.35,2.27,0
213.34,3.68,12.3,2.64,57.31,74.67,39.66,2.36,0
257.93,1.5,10.22,2.18,48.67,73.73,44.79,1.1,0
193.76,3.0,8.52,3.11,46.51,69.74,42.58,1.72,0
238.06,2.95,8.77,2.56,54.0,82.55,34.08,1.93,0
251.52,2.42,11.07,1.81,56.41,86.67,43.65,1.98,0
262.09,2.97,16.81,2.98,55.71,45.1,29.7,1.76,0
199.83,3.06,10.54,1.2,36.02,54.08,35.13,3.13,0
303.86,1.67,15.62,2.57,27.84,71.7,55.91,1.09,0
223.14,3.55,11.67,2.75,43.38,18.59,46.39,2.22,0
174.65,1.56,9.05,2.78,55.7,56.24,40.03,0.97,0
245.09,1.82,10.82,2.73,55.76,74.44,44.5,1.14,0
251.55,2.34,8.8,3.83,60.45,54.77,31.94,1.15,0
257.23,3.65,9.86,3.03,59.36,70.98,42.81,2.14,0
311.3,2.32,9.79,3.66,49.01,29.99,35.49,1.18,0
239.36,2.48,7.24,1.41,42.75,64.26,34.2,2.34,0
244.62,3.36,15.78,1.69,61.25,53.09,38.76,2.85,0
200.36,2.32,12.53,4.98,57.71,56.62,33.99,0.93,0
286.92,1.79,10.28,0.81,41.88,45.78,41.41,2.18,0
258.29,2.25,12.55,3.52,62.5,83.99,44.17,1.18,0
231.1,3.32,9.91,4.56,66.48,61.03,37.27,1.43,0
164.29,2.54,5.32,1.96,64.47,62.19,15.0,1.98,0
315.0,3.66,19.39,0.92,66.57,90.92,31.31,4.0,1
194.75,2.94,12.47,2.15,45.99,46.13,29.18,2.17,0
223.39,2.11,10.53,0.43,65.22,62.1,43.7,3.14,0
266.13,2.53,7.17,1.54,53.11,49.78,32.7,2.27,0
196.15,1.99,8.26,1.78,79.54,49.06,34.99,1.64,0
182.79,2.1,16.14,2.87,65.73,64.62,48.4,1.27,0
154.42,5.19,15.75,1.38,60.15,55.77,32.19,4.0,0
282.44,3.11,13.88,1.72,75.6,89.67,42.03,2.62,0
225.47,3.02,9.21,4.69,48.92,86.73,33.82,1.27,0
381.73,2.13,15.77,1.02,61.61,57.56,35.29,2.34,0
205.25,3.44,13.12,4.78,81.83,36.88,28.36,1.43,0
208.53,3.16,13.64,2.66,64.76,55.63,34.79,2.02,0
224.56,3.63,13.12,3.81,56.82,75.71,45.08,1.79,0
260.94,3.6,8.23,0.9,51.76,46.7,30.35,4.0,0
228.84,1.61,9.0,1.97,43.38,84.07,32.84,1.25,0
277.55,1.83,10.72,1.97,51.53,68.72,61.9,1.42,0
205.96,1.9,13.61,1.86,45.17,42.44,42.57,1.53,0
187.83,1.93,8.55,2.31,52.24,50.1,43.38,1.36,0
169.08,2.69,11.56,1.32,53.68,52.22,33.74,2.62,0
149.94,2.16,11.56,1.28,66.86,47.91,50.42,2.14,0
226.69,3.74,13.98,1.38,50.1,42.82,52.05,3.56,0
236.46,3.64,13.69,3.87,47.84,51.37,33.95,1.78,0
221.59,2.5,9.47,0.72,65.65,54.29,50.69,3.16,0
305.95,3.67,15.62,1.34,63.36,79.49,53.4,3.55,0
305.26,3.39,9.09,3.36,52.08,66.58,19.31,1.84,0
234.93,2.23,14.73,5.14,62.21,67.47,48.6,0.87,0
169.27,1.29,10.62,5.06,51.86,65.24,32.36,0.51,0
224.5,2.37,12.41,3.65,52.44,48.06,53.26,1.21,0
223.01,2.11,12.56,4.51,73.65,77.21,31.99,0.92,0
220.43,2.62,12.49,1.67,53.35,53.48,46.07,2.25,0
218.6,2.55,13.69,1.37,50.13,54.96,22.4,2.44,0
220.59,2.54,12.98,0.4,55.21,65.69,51.16,3.85,0
232.61,2.81,13.96,1.41,31.42,97.5,40.73,2.64,0
221.4,1.77,13.16,1.56,52.98,51.52,52.91,1.58,0
259.37,2.75,8.84,0.4,58.06,35.56,32.83,4.0,0
266.22,2.24,12.67,0.89,78.78,64.34,42.13,2.61,0
209.02,2.62,10.59,6.53,56.11,70.26,55.19,0.84,0
307.2,3.07,9.23,1.93,60.25,53.48,39.74,2.42,0
205.9,1.77,11.28,0.91,59.16,51.09,44.3,2.04,0
177.2,2.33,12.46,1.75,82.22,40.93,46.99,1.95,0
267.14,2.43,12.62,2.42,67.03,65.06,24.48,1.65,0
213.22,2.19,14.64,1.99,37.59,89.16,34.79,1.69,0
264.46,3.04,15.27,1.15,69.75,85.69,51.38,3.16,0
141.83,2.07,12.84,3.43,43.66,64.51,19.52,1.1,0
312.66,2.17,13.29,8.17,47.16,53.76,51.18,0.57,1
280.25,2.07,12.24,4.23,39.4,65.73,34.11,0.95,0
182.48,3.16,13.92,1.73,76.87,55.13,60.55,2.65,0
183.46,2.2,13.22,1.85,69.24,50.39,44.37,1.78,0
325.25,2.78,11.86,3.0,69.77,62.44,31.99,1.63,0
216.82,3.69,17.38,2.31,67.43,79.17,49.79,2.59,0
212.46,2.46,10.63,4.11,63.29,57.16,54.33,1.14,0
148.03,3.17,15.64,4.6,51.16,56.98,46.04,1.35,0
234.21,3.5,8.61,0.47,57.47,56.03,35.54,4.0,0
239.75,3.12,14.03,2.85,48.8,71.89,54.38,1.9,0
282.2,2.49,15.59,0.4,44.78,72.78,30.71,3.77,0
187.04,2.89,7.23,5.76,47.31,43.85,50.72,1.03,0
181.59,1.73,12.35,1.59,83.25,57.35,15.92,1.52,0
270.29,2.03,13.79,0.49,50.41,76.59,41.18,2.92,0
295.3,2.14,12.63,2.48,67.01,54.98,34.42,1.43,0
179.3,3.84,12.95,4.99,79.93,80.89,26.28,1.54,0
298.67,2.01,12.34,4.9,64.37,70.3,53.05,0.82,0
251.69,2.0,9.26,2.82,45.54,86.35,18.53,1.23,0
299.13,1.87,17.92,1.36,46.16,55.33,53.84,1.79,0
246.84,2.84,10.74,1.68,56.43,70.53,24.67,2.42,0
136.5,2.59,13.09,0.8,82.08,70.99,50.53,3.15,0
243.16,3.15,10.38,2.21,72.08,76.16,32.21,2.28,0
297.71,2.9,6.31,2.32,61.44,65.3,20.46,2.03,0
209.78,1.67,9.69,0.63,52.55,76.7,35.47,2.23,0
232.54,2.02,8.38,3.96,59.55,50.54,45.64,0.97,0
242.07,3.32,14.73,0.4,57.27,59.16,31.02,4.0,0
119.52,2.38,10.48,3.02,57.19,37.68,42.6,1.39,0
325.21,3.21,10.71,3.7,44.5,55.95,46.9,1.62,0
209.44,2.41,9.34,4.16,44.27,47.23,54.93,1.11,0
272.76,1.92,12.24,2.12,58.95,64.97,40.63,1.42,0
246.1,2.32,10.21,2.3,41.08,74.79,51.66,1.63,0
306.59,1.92,14.48,3.84,47.5,68.47,48.49,0.94,0
268.27,2.16,12.76,2.45,55.36,71.7,39.08,1.46,0
239.43,2.62,10.57,1.15,58.97,61.43,51.47,2.73,0
209.79,2.81,14.13,2.45,68.39,57.89,48.94,1.9,0
285.9,1.55,12.02,6.11,39.96,42.41,38.34,0.52,0
165.7,2.49,12.05,1.41,40.0,31.13,47.13,2.34,0
279.07,2.15,8.34,1.19,70.68,37.38,42.72,2.2,0
200.54,2.11,11.82,1.73,75.12,50.05,45.48,1.77,0
306.35,2.58,12.8,2.61,42.47,73.69,58.83,1.67,0
257.26,2.17,15.33,1.0,44.86,41.57,31.96,2.41,0
278.99,3.33,10.12,0.45,61.55,47.67,42.55,4.0,0
253.69,3.21,17.7,2.43,55.58,52.94,40.31,2.18,0
171.14,3.21,13.39,2.22,55.68,79.32,47.88,2.31,0
211.27,2.2,8.2,0.46,45.63,59.43,35.48,3.22,0
280.26,1.92,9.89,0.67,63.64,62.02,34.34,2.5,0
257.5,2.55,15.55,2.08,52.15,66.16,39.36,1.91,0
303.14,2.41,15.11,1.43,51.76,80.92,44.75,2.25,0
268.15,2.13,12.05,1.0,41.43,61.26,35.43,2.37,0
206.5,1.79,12.37,1.46,64.5,33.52,15.0,1.66,0
214.18,2.48,9.09,1.07,50.66,61.9,30.48,2.67,0
254.63,2.26,15.3,1.76,54.46,81.61,54.14,1.87,0
145.87,2.91,9.53,3.42,69.28,69.62,55.47,1.56,0
325.3,2.9,14.11,3.82,42.44,63.23,35.04,1.43,0
269.88,3.16,15.38,1.11,53.96,65.31,57.97,3.35,0
305.22,1.74,12.12,2.26,36.3,32.44,36.73,1.24,0
178.87,2.74,14.42,2.25,48.72,30.35,24.65,1.96,0
306.01,2.06,16.62,0.54,70.46,73.41,36.94,2.88,0
350.42,1.77,12.67,0.4,36.5,79.29,47.25,2.68,0
190.56,2.24,11.56,4.61,57.83,50.56,34.35,0.96,0
284.71,3.14,11.83,2.97,74.24,62.9,46.03,1.86,0
250.05,2.28,10.14,4.52,61.59,69.31,42.67,0.99,0
180.5,3.44,10.09,3.76,47.99,84.9,37.14,1.72,0
272.18,2.83,13.11,2.98,41.66,58.8,47.76,1.67,0
287.51,2.26,11.59,3.79,31.84,71.07,52.29,1.12,0
