Belt_Speed,Belt_Tension,Motor_Current,Roller_Bearing_Temperature,Idler_Vibration,Belt_Slip_Percentage,Load_Weight,Ambient_Temperature,Conveyor_Failure
1.81,25.87,44.5,55.8,2.46,0.05,371.0,15.2,0
2.17,19.72,52.3,41.1,1.71,4.09,583.7,36.4,0
2.08,15.97,46.3,46.7,2.43,2.7,989.9,42.7,0
1.8,14.43,44.7,49.1,1.08,2.69,461.5,30.6,0
2.34,27.92,48.5,67.4,4.08,0.4,262.7,28.0,0
1.98,17.7,57.1,36.4,0.3,0.4,815.6,23.5,0
2.46,20.54,47.4,40.7,1.87,0.62,552.4,31.8,0
1.77,27.95,49.8,44.4,0.42,2.55,480.5,27.9,0
2.89,14.74,41.3,41.3,2.63,2.35,443.8,33.9,0
1.84,28.72,60.7,33.4,1.66,0.41,342.3,16.0,0
2.29,20.86,51.4,21.0,2.53,0.94,449.2,30.3,0
2.52,16.83,45.8,29.7,0.4,0.77,383.0,22.2,0
1.97,20.89,43.8,59.0,4.33,1.26,384.4,34.6,0
2.54,18.75,54.8,47.9,0.52,0.29,587.9,20.0,0
1.71,23.98,38.9,56.4,0.98,0.11,645.7,32.4,0
2.78,19.08,27.2,42.2,3.13,0.03,466.1,23.9,0
2.21,13.4,45.7,47.0,2.28,0.58,575.3,25.0,0
1.96,21.01,56.9,64.1,2.08,3.52,814.3,33.9,0
2.08,15.9,60.9,63.5,2.2,1.39,373.9,22.4,0
2.52,22.92,43.9,57.4,0.3,1.66,254.9,17.5,0
1.97,16.66,45.4,50.0,0.41,3.48,624.9,28.5,0
1.9,19.8,50.2,53.2,0.63,0.66,389.9,23.4,0
2.11,22.82,42.4,51.7,0.88,0.77,420.9,18.4,0
1.73,21.04,50.2,46.3,1.49,0.53,518.5,30.5,0
2.93,23.13,44.1,44.0,0.33,0.24,685.9,30.0,0
1.97,25.06,55.1,59.2,0.3,1.74,519.7,28.8,0
2.53,16.79,52.2,35.0,0.36,2.85,182.1,31.6,0
2.28,21.71,53.1,62.9,3.3,2.02,553.7,14.0,0
1.81,7.02,42.9,45.2,0.3,0.06,534.7,22.7,0
2.2,23.11,64.3,34.9,0.67,0.43,371.0,29.9,0
2.51,20.65,49.8,42.5,1.36,1.08,244.7,35.3,0
2.12,17.57,47.5,39.3,1.35,0.48,442.7,29.7,0
2.68,23.42,37.4,42.2,2.49,0.2,154.5,36.2,0
2.61,27.28,44.0,42.1,0.94,0.93,232.0,23.3,0
2.57,19.86,46.1,41.7,1.15,0.88,297.4,23.7,0
2.02,17.75,37.1,44.9,1.35,1.49,312.1,25.4,0
1.77,22.74,42.1,47.4,1.76,10.71,631.9,27.4,0
1.95,15.99,43.3,55.6,1.92,1.25,477.4,15.6,0
2.28,19.03,45.6,45.6,0.63,0.46,552.3,27.9,0
2.42,27.5,27.4,51.3,1.2,3.76,531.2,27.8,0
1.33,22.28,43.6,48.1,1.5,1.02,269.2,23.7,0
2.2,13.54,41.2,53.4,2.88,1.25,415.5,22.6,0
2.26,13.91,44.8,48.5,0.5,0.53,465.8,29.9,0
2.09,22.73,55.4,41.5,4.26,0.72,480.1,32.1,0
2.72,25.88,65.5,38.8,1.1,0.65,571.9,29.0,0
2.37,14.72,51.8,50.1,1.2,3.3,638.8,29.0,0
2.72,24.02,32.7,60.7,0.41,1.99,555.5,27.7,0
2.11,27.99,41.5,45.7,1.35,0.11,764.2,28.1,0
2.57,30.5,51.0,41.0,0.3,0.45,565.8,32.8,0
2.85,23.49,49.8,45.4,2.88,0.07,419.8,39.3,0
2.72,24.28,54.9,42.4,4.92,0.87,692.6,38.4,0
1.76,12.4,44.0,41.3,2.23,0.39,317.1,20.4,0
2.1,31.45,41.4,33.6,3.25,0.09,580.1,13.2,0
2.06,19.41,62.5,45.6,3.11,1.77,477.5,31.7,0
2.4,17.8,45.6,50.4,2.22,0.11,371.3,28.1,0
2.47,20.85,34.8,37.2,2.56,0.38,531.4,27.6,0
1.86,28.8,59.8,39.2,1.7,1.77,457.2,30.7,0
2.23,31.94,30.0,38.5,2.34,0.86,223.1,26.3,0
1.39,22.56,10.0,34.1,2.18,2.04,527.6,16.7,0
2.78,26.49,52.7,38.4,3.63,0.64,345.2,20.0,0
2.0,22.19,54.1,46.0,1.58,2.02,518.4,20.4,0
2.22,17.33,49.1,34.6,4.93,0.93,480.9,32.7,0
2.08,28.65,32.0,46.6,1.53,0.11,564.6,41.2,0
2.66,19.2,44.4,41.0,1.22,0.77,159.1,24.7,0
1.06,28.91,42.2,38.7,3.33,0.97,351.4,46.2,0
2.19,27.84,39.6,51.8,1.61,1.14,516.1,14.7,0
2.16,24.76,59.1,41.6,1.07,3.16,932.4,24.4,0
2.02,30.23,34.5,43.3,0.82,0.24,520.8,29.3,0
2.89,32.05,48.2,61.0,1.54,1.12,434.0,10.1,0
1.85,21.21,56.9,38.8,1.13,1.67,631.0,38.7,0
2.51,18.36,48.8,63.7,3.35,2.65,411.6,23.2,0
2.34,13.61,57.4,44.5,2.64,0.89,564.9,28.2,0
2.7,32.1,50.6,36.6,2.13,0.29,507.8,31.1,0
1.93,20.02,49.3,42.5,6.77,2.04,660.8,16.9,0
1.91,27.11,48.7,48.7,3.69,2.83,599.2,45.0,0
2.64,18.66,51.1,60.5,0.97,0.13,428.1,28.9,0
2.37,28.92,41.1,56.0,4.15,0.31,274.7,25.6,0
1.58,18.85,32.0,48.6,2.64,2.46,339.6,20.2,0
1.98,16.64,54.5,60.6,0.98,0.79,544.5,29.4,0
2.35,21.06,56.6,29.2,0.67,0.22,492.2,17.0,0
2.54,19.61,47.5,50.5,1.94,1.24,504.1,29.0,0
1.93,24.68,39.5,51.1,1.7,0.74,538.1,37.8,0
1.03,21.77,29.4,51.2,1.23,4.13,377.2,36.2,0
2.41,24.82,45.9,31.9,0.35,0.3,484.3,24.1,0
1.71,20.69,31.5,37.8,1.01,0.54,498.5,26.1,0
1.39,19.01,30.1,46.3,2.43,0.22,284.3,31.8,0
1.07,19.37,44.8,59.1,3.59,0.06,408.2,36.3,0
2.53,31.2,37.4,67.2,3.5,0.38,558.7,38.7,0
2.25,23.01,48.5,41.4,0.71,2.06,604.8,39.4,0
2.11,13.07,43.4,34.9,0.51,0.37,378.8,21.5,0
2.76,19.66,38.9,56.2,0.49,1.43,574.9,33.3,0
2.45,22.44,28.0,74.1,1.81,0.9,407.8,18.3,0
2.85,30.3,36.5,59.1,6.77,0.88,368.1,24.8,0
1.64,26.63,36.8,40.5,0.68,1.83,786.5,19.8,0
2.19,17.85,32.7,76.6,3.34,1.15,437.7,19.9,0
1.55,32.88,41.7,54.9,0.84,0.21,278.8,29.7,0
2.11,21.86,33.5,40.1,0.42,0.3,434.3,23.2,0
2.1,27.61,43.4,67.3,0.3,0.94,460.1,30.0,0
2.45,16.8,47.4,39.3,1.25,2.24,636.9,19.5,0
2.22,11.21,36.7,41.8,1.4,0.2,446.2,31.4,0
2.45,15.66,49.3,55.3,2.88,0.14,556.8,25.0,0
2.48,7.37,31.4,47.8,8.02,0.87,659.4,26.0,0
3.06,31.5,33.9,48.4,2.23,0.25,412.5,18.9,0
2.07,22.97,43.9,48.4,4.43,6.19,543.6,35.1,0
1.82,17.84,51.9,59.1,2.16,0.01,490.6,29.0,0
2.3,24.04,53.7,24.8,1.58,0.71,533.8,31.8,0
1.88,22.85,61.1,50.8,9.58,0.21,515.1,19.1,0
2.79,24.79,41.2,45.1,0.36,1.37,521.9,32.7,0
2.09,27.44,43.7,40.5,1.94,1.19,457.2,28.3,0
1.97,20.7,34.7,40.4,2.28,1.97,503.8,24.5,0
2.01,18.04,32.5,21.6,1.32,0.99,459.1,37.6,0
2.49,25.72,47.3,40.0,3.13,0.25,849.7,30.9,0
2.14,25.61,37.2,60.9,1.09,0.07,590.8,31.2,0
1.94,22.45,57.3,56.3,0.37,1.54,500.3,14.2,0
2.87,31.8,30.4,46.1,1.0,0.7,449.3,35.6,0
1.86,20.03,49.9,33.9,3.84,0.3,646.8,31.1,0
2.21,17.95,34.9,56.2,1.62,0.35,377.7,36.7,0
2.46,23.88,36.8,61.1,0.45,0.19,307.5,23.9,0
1.55,18.96,50.4,58.3,1.23,0.4,296.2,23.0,0
2.39,24.23,38.2,38.3,3.6,1.88,694.6,39.3,0
1.78,18.25,39.8,39.4,0.62,1.16,686.8,34.7,0
2.53,20.2,36.9,64.6,0.55,5.25,524.0,18.0,0
1.81,30.51,62.9,35.9,1.34,0.89,416.0,28.1,0
2.48,20.17,38.8,52.8,2.63,0.88,417.6,35.2,0
2.64,18.41,45.5,30.2,2.64,0.25,806.3,29.2,0
2.54,27.27,43.0,45.0,0.87,1.06,486.4,24.2,0
2.3,17.27,47.2,53.9,1.19,1.12,551.5,23.3,0
2.11,18.88,38.9,47.7,1.5,0.28,434.0,28.5,0
1.97,24.59,43.0,53.2,0.3,0.11,513.6,35.1,0
2.79,26.22,48.9,35.7,2.08,0.55,556.7,21.0,0
1.92,27.49,36.4,39.8,1.56,0.23,770.9,13.1,0
1.79,18.64,55.9,52.8,3.24,0.84,487.0,25.2,0
2.47,24.68,56.9,55.0,1.39,0.9,577.5,31.2,0
1.88,19.9,51.1,50.2,1.78,1.12,446.4,32.7,0
1.82,19.27,45.7,57.5,2.53,1.11,527.9,20.9,0
1.62,27.41,15.1,31.4,0.84,1.35,551.3,29.9,0
2.01,19.53,49.2,43.3,0.73,0.31,469.3,23.5,0
2.17,23.25,41.1,66.2,2.4,1.57,535.5,33.1,0
2.3,22.7,42.5,60.8,2.15,0.89,393.6,27.1,0
2.58,17.18,26.0,54.3,1.25,0.69,575.4,33.9,0
2.41,26.35,49.9,46.4,1.96,1.25,508.3,28.5,0
2.12,24.52,30.5,58.3,2.16,0.83,417.1,31.5,0
2.12,13.06,46.2,52.3,1.63,0.9,482.4,24.9,0
2.4,23.25,54.0,32.8,1.92,0.03,696.1,23.0,0
2.71,18.52,40.3,58.0,2.67,1.94,484.3,26.0,0
2.25,26.94,57.2,39.3,3.41,0.66,564.1,32.3,0
2.01,15.5,37.5,55.6,1.69,0.88,563.7,45.7,0
1.8,20.4,51.0,31.8,1.89,0.59,587.0,36.8,0
1.62,23.63,32.0,64.0,0.78,0.96,334.3,38.6,0
2.47,22.24,55.3,45.3,3.47,0.07,344.7,27.3,0
2.43,25.43,53.8,36.9,2.16,0.58,387.8,24.2,0
2.43,15.17,49.7,41.1,1.47,1.33,591.0,12.6,0
2.15,29.43,41.1,44.6,1.18,3.35,539.3,23.8,0
2.76,24.36,31.0,47.9,2.66,2.27,531.8,18.3,0
2.01,28.12,41.1,61.2,5.34,3.95,481.9,33.4,0
2.58,25.93,56.1,48.7,2.9,1.83,301.3,26.6,0
2.18,21.95,46.3,26.3,0.83,1.2,409.9,18.8,0
1.96,16.22,29.5,35.7,0.83,0.66,531.7,31.8,0
2.44,19.46,33.8,75.6,1.19,0.16,474.4,30.2,0
2.36,29.15,57.5,49.4,1.17,0.35,526.8,20.1,0
2.34,28.23,49.9,57.5,1.8,0.38,266.4,38.6,0
2.23,19.21,32.7,44.9,2.29,0.67,498.0,22.7,0
2.18,9.32,27.3,38.0,3.9,1.13,186.9,32.2,0
3.16,21.04,38.7,43.2,6.15,1.16,304.4,27.1,0
2.67,20.71,26.5,49.3,0.92,0.73,354.3,39.5,0
2.49,20.88,43.4,43.4,8.9,0.39,223.6,34.4,0
2.24,24.38,69.5,67.2,2.24,0.07,379.8,20.3,0
2.6,25.94,29.0,41.8,0.3,5.39,541.5,40.7,0
2.41,26.46,43.1,37.5,1.68,3.37,674.9,19.1,0
2.21,24.01,58.1,56.1,1.97,0.24,419.7,20.6,0
2.08,13.9,52.5,57.3,0.48,1.12,401.5,39.4,0
2.17,20.46,43.5,48.3,0.88,0.42,482.0,27.8,0
0.93,32.37,43.5,42.0,3.99,0.26,459.8,30.2,0
2.28,23.68,33.4,29.0,1.02,1.38,348.1,31.0,0
2.0,23.66,42.3,60.2,6.63,1.85,581.2,20.5,0
2.84,23.62,47.4,56.7,0.88,0.63,455.9,41.2,0
2.21,23.87,56.1,43.6,7.31,0.07,401.1,43.4,0
1.72,11.28,38.8,48.6,1.68,0.62,414.7,14.9,0
2.18,20.92,43.1,45.7,1.2,0.91,852.7,24.9,0
1.78,21.83,35.5,64.3,4.21,2.68,616.2,32.8,0
2.39,27.77,47.3,37.6,0.49,1.28,449.1,27.2,0
2.32,22.21,52.8,41.8,1.92,1.49,134.6,24.2,0
2.58,14.59,51.3,40.8,1.12,0.27,244.4,31.9,0
1.88,23.94,33.3,51.1,2.4,1.53,513.0,32.6,0
2.21,18.38,46.5,48.6,3.09,0.84,456.4,39.8,0
1.65,16.52,38.2,50.0,3.24,2.06,327.2,15.9,0
2.48,18.25,55.1,39.2,2.84,0.29,480.2,20.9,0
2.41,24.44,43.4,62.8,0.88,0.87,388.3,22.7,0
2.4,27.66,29.8,43.5,1.21,0.28,403.8,44.8,0
2.2,24.17,42.8,59.9,2.4,0.4,474.0,38.6,0
2.37,24.84,49.6,79.4,2.41,2.14,347.6,29.9,0
2.84,24.13,47.4,39.3,6.32,1.4,292.1,27.4,0
2.09,22.46,39.9,51.4,0.57,1.56,296.8,31.1,0
2.26,25.14,39.1,46.7,4.95,0.09,439.2,36.2,0
1.77,11.12,35.1,68.3,0.83,1.57,262.5,26.2,0
1.85,22.5,41.1,45.2,1.5,0.81,828.5,29.9,0
2.24,17.3,36.4,50.5,3.49,0.74,640.0,25.6,0
2.64,27.23,54.7,50.3,0.95,0.64,608.0,18.2,0
2.1,21.34,36.0,47.0,2.53,2.29,367.2,15.5,0
2.11,22.14,46.2,55.6,2.76,0.23,372.8,23.2,0
2.04,15.23,45.5,48.9,2.26,2.02,287.6,25.4,0
1.99,26.58,54.5,52.8,3.91,3.16,775.8,31.1,0
2.32,24.82,55.9,50.1,6.84,0.22,701.5,29.9,0
1.6,24.51,52.0,42.0,3.66,9.38,600.8,18.3,0
2.71,18.34,48.5,45.3,0.45,5.59,481.8,28.1,0
1.93,18.52,34.5,53.6,1.53,1.17,441.8,24.2,0
2.49,23.01,34.3,53.5,1.6,0.38,575.9,26.3,0
1.69,18.87,36.5,60.5,3.19,0.67,739.7,28.6,0
2.47,23.96,52.5,66.6,0.3,0.22,596.4,37.0,0
2.47,12.28,45.7,42.8,0.3,0.15,333.1,24.8,0
2.35,19.81,53.7,49.3,4.95,1.46,385.0,39.7,0
1.8,30.09,55.0,46.1,1.13,1.04,570.2,18.9,0
2.3,23.98,37.7,36.9,0.8,0.99,370.4,21.9,0
1.73,22.75,45.3,53.6,1.44,0.34,429.4,27.3,0
2.1,30.93,44.9,55.8,0.84,0.32,726.6,19.8,0
2.61,11.49,41.7,37.2,1.68,5.49,452.9,18.8,0
2.52,18.33,39.7,44.3,1.59,1.19,263.7,28.5,0
2.21,20.19,56.8,43.3,1.56,2.05,932.9,18.7,0
1.81,25.86,45.5,32.9,0.3,0.57,663.2,21.3,0
2.46,25.94,45.1,47.6,3.14,2.23,490.5,27.4,0
2.21,18.1,37.0,36.5,3.4,1.54,498.9,39.9,0
1.27,26.49,51.8,49.6,1.53,0.52,181.0,26.7,0
2.51,20.19,34.9,50.7,2.01,1.52,441.1,28.9,0
2.19,27.45,49.5,51.9,1.79,3.12,388.4,20.0,0
2.68,17.35,49.8,52.4,5.43,0.29,514.7,20.7,0
1.76,21.45,40.9,63.3,1.07,0.95,744.2,12.0,0
0.93,19.79,48.2,39.9,1.63,4.08,566.0,21.1,0
2.31,26.75,46.9,40.4,7.83,2.07,804.5,33.4,0
2.32,19.65,44.6,54.6,1.37,1.16,290.6,24.0,0
1.52,21.81,45.1,46.7,0.36,0.09,268.7,29.1,0
1.81,24.28,45.6,59.3,1.59,0.63,686.3,29.6,0
3.3,24.45,46.3,53.6,4.89,1.26,515.6,33.2,0
2.08,25.99,45.6,67.2,3.44,0.63,570.1,39.6,0
2.49,22.95,34.0,47.1,1.45,7.0,496.0,32.2,1
1.94,20.12,43.5,33.2,2.95,1.68,529.3,26.3,0
1.36,20.43,47.6,51.4,5.55,0.25,603.2,33.6,0
2.13,22.12,46.0,47.3,0.9,0.81,537.9,30.1,0
2.09,23.12,54.5,53.3,1.21,0.58,414.3,12.3,0
2.04,21.34,51.2,54.6,0.89,1.08,849.5,19.6,0
2.15,22.09,36.3,42.7,3.03,0.71,514.2,26.4,0
2.31,15.17,43.3,37.9,3.98,0.33,470.1,23.9,0
2.14,25.0,41.9,46.5,3.31,1.55,448.2,27.1,0
1.69,22.82,45.0,24.2,1.89,0.14,551.1,11.0,0
2.39,26.51,45.0,48.8,4.28,0.91,463.6,33.9,0
1.42,22.0,51.1,43.9,1.6,0.45,195.6,27.6,0
1.38,14.18,46.8,56.6,3.35,4.08,461.9,36.5,0
2.5,20.39,57.3,28.1,1.21,0.43,337.5,28.2,0
2.4,21.1,47.4,48.1,1.11,0.5,540.1,29.4,0
2.18,25.34,36.7,63.8,0.3,1.47,495.5,20.7,0
1.64,12.68,40.3,54.8,2.18,0.17,400.4,19.6,0
1.92,22.19,51.0,57.8,2.07,0.47,641.2,28.9,0
2.09,24.31,28.9,51.4,0.65,1.43,489.4,28.0,0
1.56,19.02,31.5,31.4,0.39,0.04,443.5,16.5,0
1.9,22.34,45.1,49.7,1.28,0.45,445.7,34.6,0
2.46,19.18,54.5,52.1,1.69,0.01,442.3,28.3,0
2.77,18.72,58.1,37.2,1.88,0.2,576.0,24.5,0
2.03,20.16,42.8,46.7,1.63,1.11,383.1,21.9,0
2.5,18.8,55.6,20.0,2.72,0.73,510.5,33.3,0
1.43,25.08,45.7,44.7,1.29,0.2,424.4,23.1,0
2.46,18.69,29.7,43.6,2.44,0.1,403.5,29.7,0
1.88,17.94,44.9,62.0,0.9,0.07,570.9,26.8,0
2.32,29.96,38.8,42.0,1.86,0.11,359.7,24.3,0
2.1,26.32,54.2,45.3,1.97,0.12,578.1,18.9,0
2.73,13.62,44.7,47.2,1.44,0.11,546.5,37.1,0
1.85,18.56,32.2,42.1,1.9,0.07,699.1,21.0,0
2.45,23.09,30.0,55.2,0.36,1.43,236.2,22.0,0
2.09,23.46,44.8,28.1,1.45,3.4,652.9,37.4,0
2.14,15.29,20.8,59.4,0.3,2.33,454.6,27.3,0
2.13,27.21,39.8,47.9,0.65,0.37,231.9,30.2,0
1.86,25.71,47.3,61.0,1.55,0.27,401.1,38.6,0
2.19,24.17,34.4,20.5,1.79,0.06,576.8,38.4,0
2.17,28.11,54.9,23.6,1.23,0.2,487.1,24.2,0
2.3,24.04,56.9,45.1,0.89,1.01,702.2,36.1,0
2.23,24.02,34.8,53.1,3.46,7.53,449.2,16.8,1
2.52,29.01,42.0,42.5,1.26,2.35,495.0,15.7,0
2.57,26.96,54.9,53.8,5.63,0.87,472.3,28.3,0
1.78,18.21,45.0,57.8,2.73,0.66,346.8,27.4,0
2.55,24.85,31.1,54.7,3.44,0.19,495.7,32.5,0
1.73,19.01,43.6,49.0,0.79,0.65,467.1,31.8,0
2.44,24.27,36.5,49.0,1.97,1.08,513.1,32.8,0
2.45,24.14,56.1,41.9,0.61,1.09,508.9,39.2,0
1.44,15.77,51.1,47.4,1.32,0.98,500.3,41.7,0
2.24,21.45,41.9,37.8,0.76,2.08,514.5,34.1,0
2.01,23.19,46.4,40.2,2.44,0.86,664.9,27.8,0
1.9,20.04,31.9,53.1,1.36,0.77,353.3,26.6,0
2.74,23.42,37.5,43.4,1.0,0.44,391.4,27.9,0
1.94,25.63,60.5,40.6,1.96,0.24,712.5,24.0,0
1.88,21.86,45.5,52.5,1.16,0.0,690.6,34.5,0
2.23,23.01,54.3,51.8,6.21,0.47,538.8,35.3,0
2.47,28.23,47.3,45.8,0.97,1.2,803.6,23.6,0
2.14,24.13,58.1,46.5,0.43,0.98,573.3,26.8,0
2.67,22.9,25.0,52.2,1.8,0.91,781.1,15.6,0
2.41,17.69,43.1,57.7,1.36,1.78,719.0,27.4,0
1.33,25.02,61.4,50.0,1.46,0.32,744.1,28.3,0
1.99,23.49,54.6,36.1,0.78,1.36,327.7,20.2,0
1.98,27.78,58.3,45.8,1.34,1.12,600.2,24.3,0
2.39,22.21,44.9,43.9,1.48,0.5,487.5,19.9,0
1.15,13.83,39.6,37.5,3.66,0.3,299.3,17.0,0
3.22,14.35,34.7,53.0,3.54,0.99,700.4,38.4,0
2.41,25.31,34.0,53.7,0.68,3.48,679.1,17.0,0
2.26,19.43,53.1,55.3,5.04,0.1,478.2,28.8,0
2.67,23.97,50.1,38.1,2.97,3.67,407.3,34.8,0
3.14,22.51,44.3,49.6,3.81,0.75,508.7,38.0,0
2.55,21.25,50.1,47.9,3.38,1.49,227.8,20.6,0
2.58,21.57,46.4,51.1,0.79,1.95,297.9,36.9,0
2.25,18.11,54.6,49.3,1.94,0.2,455.1,29.1,0
2.14,21.93,54.5,47.9,2.84,0.06,592.3,32.0,0
2.01,19.37,34.3,46.7,3.69,0.17,472.2,40.3,0
1.87,20.32,47.7,59.1,1.12,0.5,416.6,32.3,0
1.93,20.54,28.3,39.4,0.3,3.76,375.8,21.5,0
1.66,20.98,46.3,46.3,1.16,0.05,865.8,13.6,0
2.17,26.15,51.0,58.8,4.14,3.03,338.9,32.5,0
1.53,21.42,31.9,39.9,0.95,0.99,225.8,30.8,0
2.28,26.61,40.8,40.4,1.54,0.13,413.6,22.4,0
2.19,28.92,45.1,55.3,0.75,0.2,577.7,29.3,0
2.26,25.85,47.3,33.8,2.54,1.4,516.2,18.5,0
1.99,24.41,42.2,54.6,0.71,1.13,387.4,30.5,0
3.43,23.47,33.3,43.1,3.53,0.22,528.8,18.6,0
2.74,25.89,44.5,52.1,0.44,2.82,666.4,36.5,0
1.7,22.4,28.5,35.8,1.6,0.17,530.6,42.7,0
2.29,26.43,42.7,59.9,0.75,0.86,523.1,30.0,0
1.96,24.76,40.6,35.8,3.65,0.9,523.6,30.7,0
1.79,20.38,43.7,55.2,1.4,2.45,388.1,32.1,0
1.66,26.03,39.4,36.2,1.6,0.03,567.4,29.9,0
2.37,22.41,29.9,66.1,1.95,0.18,656.3,20.3,0
1.93,21.52,41.3,47.3,3.53,0.22,702.8,37.9,0
2.59,19.86,54.3,67.5,1.11,0.08,564.5,31.2,0
2.6,22.75,57.6,39.8,3.13,1.2,502.2,31.9,0
2.75,26.48,69.4,43.6,1.94,0.31,781.5,35.1,0
1.86,26.0,61.9,60.1,3.21,1.03,518.1,34.8,0
2.39,23.59,33.0,33.7,2.46,1.83,427.4,36.6,0
2.45,24.7,40.9,41.0,2.66,0.63,396.6,31.2,0
2.01,27.72,44.8,53.0,2.09,1.76,379.4,22.0,0
1.89,21.33,44.1,37.8,0.72,1.81,424.5,30.9,0
2.84,16.98,45.7,53.2,0.97,0.37,789.0,27.8,0
2.29,27.86,69.1,49.7,1.27,0.02,386.5,21.9,0
2.45,19.62,34.2,32.9,3.82,0.13,729.0,38.2,0
1.87,18.89,37.9,57.7,0.62,2.08,469.2,26.9,0
1.71,13.92,61.4,35.4,2.02,0.62,656.3,29.6,0
1.97,24.57,38.8,55.7,3.29,2.19,338.2,22.9,0
2.15,14.7,48.9,49.3,0.71,0.95,497.3,27.6,0
1.77,18.62,55.3,43.4,1.68,0.26,257.6,34.5,0
2.2,24.65,49.9,36.9,2.22,1.49,503.3,42.3,0
1.52,25.25,46.9,51.3,2.72,0.98,618.0,17.8,0
1.75,19.07,54.4,39.3,1.42,0.52,645.0,28.2,0
2.47,21.4,36.1,60.1,2.25,0.11,499.3,6.1,0
2.44,18.07,40.0,60.4,0.3,0.13,446.2,25.0,0
2.04,19.53,50.4,64.4,2.63,0.25,513.1,28.8,0
1.79,23.2,24.3,50.8,2.46,1.34,414.2,29.1,0
1.79,19.74,59.2,44.0,0.68,1.56,414.0,39.5,0
2.05,20.9,48.0,45.0,1.42,1.2,438.8,26.4,0
2.46,15.41,46.5,44.3,0.82,0.49,534.2,38.9,0
2.57,27.1,28.7,50.5,0.3,0.7,715.4,29.7,0
2.0,24.3,32.1,52.4,0.36,1.48,694.8,24.4,0
1.74,25.57,41.0,60.3,0.42,1.29,452.2,29.3,0
2.31,27.81,53.1,48.2,1.55,1.78,377.7,28.9,0
1.87,18.29,24.2,34.0,0.83,0.33,390.1,29.4,0
1.99,20.39,52.9,43.9,0.82,0.01,278.1,23.1,0
2.73,13.47,41.4,63.6,2.47,0.37,609.2,23.0,0
2.53,36.13,42.8,32.4,1.27,0.51,291.0,35.9,0
2.26,21.33,47.5,55.4,6.75,3.88,161.3,35.4,0
1.69,26.67,47.7,44.1,2.81,0.29,609.3,22.2,0
2.28,16.43,37.9,39.2,0.58,2.1,602.8,27.1,0
2.63,26.48,51.2,52.0,1.5,1.17,337.9,30.7,0
2.05,30.36,21.8,63.6,0.72,0.22,545.4,33.7,0
2.74,21.73,40.5,51.4,1.84,0.62,302.2,29.3,0
2.72,17.45,46.5,45.4,4.05,0.86,485.4,36.1,0
2.87,21.38,41.6,35.0,3.37,0.51,553.8,27.5,0
2.32,11.98,26.7,47.0,0.92,0.31,604.0,38.8,0
2.43,21.83,52.6,34.7,0.37,0.35,559.4,45.9,0
2.77,25.69,32.5,44.9,2.05,1.06,215.9,28.5,0
2.38,21.84,44.3,47.4,2.22,1.4,545.3,30.6,0
2.0,20.72,46.5,24.4,4.94,0.76,827.1,21.4,0
2.02,24.37,45.2,61.9,1.87,3.41,558.9,26.8,0
2.3,24.72,56.7,35.6,4.77,1.56,292.2,29.3,0
1.68,14.53,44.5,46.1,1.46,2.67,393.5,32.9,0
2.14,22.4,49.3,53.3,5.81,0.77,423.3,26.6,0
2.64,32.96,44.4,61.1,6.22,0.02,150.3,33.2,0
1.32,15.99,51.1,40.1,2.14,1.08,515.1,25.4,0
2.81,21.62,58.9,22.9,3.29,2.05,447.4,35.1,0
2.65,30.74,46.4,58.8,2.05,0.92,454.5,30.9,0
2.02,26.97,52.8,35.5,2.59,1.01,481.3,30.6,0
2.42,19.69,59.6,51.6,2.18,4.43,391.7,24.8,0
2.2,22.93,58.6,52.2,0.57,0.55,628.3,27.4,0
2.69,21.99,41.1,20.0,0.67,1.94,527.6,25.4,0
2.59,18.63,55.4,31.9,1.02,0.84,419.9,34.1,0
1.64,21.67,47.5,43.4,2.42,0.75,566.7,18.5,0
2.43,20.74,56.2,22.2,3.05,0.19,553.3,23.1,0
2.12,22.51,50.7,34.6,2.53,1.66,356.8,36.4,0
2.23,18.63,47.8,49.2,4.29,2.08,474.1,29.3,0
1.91,16.26,49.3,47.1,2.59,0.68,473.8,36.6,0
2.9,21.81,47.6,51.0,0.3,1.73,412.2,33.8,0
2.62,29.72,47.9,52.5,7.13,1.04,296.5,34.5,0
1.9,22.37,43.4,31.2,0.97,0.36,407.6,30.9,0
1.67,20.51,42.5,35.2,1.8,3.09,690.0,23.4,0
2.05,25.39,62.6,55.6,4.17,1.43,402.6,28.5,0
2.37,21.29,49.8,63.2,1.82,2.53,634.8,19.3,0
2.3,30.41,39.3,38.3,3.15,0.4,494.7,26.8,0
2.7,21.98,42.2,50.6,4.98,2.98,525.2,24.2,0
2.52,25.15,55.6,56.1,3.93,0.54,316.4,15.0,0
2.59,18.6,37.6,50.4,2.17,0.01,674.6,31.0,0
2.33,24.26,30.2,45.5,0.48,0.09,809.0,30.3,0
1.64,23.24,30.9,41.6,1.59,0.11,395.3,36.8,0
2.12,21.75,27.7,67.9,1.55,0.28,695.5,19.4,0
2.62,19.74,32.0,49.0,4.46,0.25,309.6,35.6,0
2.18,19.13,33.2,51.9,1.96,0.07,491.9,11.8,0
2.4,23.27,58.9,51.2,2.62,2.71,324.2,27.0,0
2.07,24.83,44.5,39.9,0.3,2.11,556.6,41.8,0
1.79,21.43,41.4,48.5,3.85,1.73,469.4,27.8,0
