Spindle_Speed,Feed_Rate,Cutting_Force,Tool_Wear_Index,Spindle_Vibration,Axis_Feed_Error,Coolant_Pressure,Motor_Temperature,CNC_Failure
4361.8,1123.6,967.6,109.2,0.73,7.79,18.62,47.7,0
6203.0,1198.7,848.2,155.0,0.71,3.86,19.04,54.8,0
7491.7,950.3,418.3,26.2,2.45,3.99,18.55,47.2,0
6969.0,956.7,967.7,112.0,1.9,5.19,18.03,48.6,0
2442.5,683.9,871.5,79.7,2.25,3.66,29.03,33.7,0
9063.1,1189.5,651.4,124.6,1.42,5.42,19.75,34.2,0
6442.9,853.5,504.7,126.1,1.47,4.6,18.48,36.8,0
4835.3,970.6,1188.8,190.6,2.49,3.89,21.43,42.6,0
6235.7,778.9,1120.9,38.4,1.91,0.43,25.59,38.0,0
6264.3,746.4,1005.3,29.0,0.3,4.11,17.68,44.2,0
4999.7,1132.6,701.2,102.4,4.4,3.71,23.99,42.3,0
6296.9,907.9,296.3,214.1,1.07,5.75,21.28,25.2,0
5088.8,1090.3,1018.2,206.7,3.23,6.0,18.49,41.5,0
5393.5,851.1,930.7,138.8,3.3,3.53,22.46,38.2,0
4970.6,630.3,767.6,214.4,2.57,3.24,26.3,53.4,0
3851.0,683.3,1097.5,195.2,2.86,7.04,21.14,49.2,0
6218.8,820.6,1036.6,73.9,5.62,5.83,23.39,55.0,0
6877.9,674.7,888.7,49.1,0.3,2.38,21.23,55.6,0
6772.3,578.5,857.7,79.3,2.39,0.2,33.71,66.3,0
7229.9,1040.3,861.2,62.2,3.26,8.53,21.35,38.2,0
6486.5,691.0,999.6,153.2,0.46,6.05,29.5,50.6,0
5200.9,827.6,661.4,144.5,2.83,6.36,25.85,41.5,0
7259.5,859.2,943.7,147.6,0.7,1.19,20.62,42.2,0
3963.7,682.4,647.5,53.5,1.26,6.03,18.15,33.7,0
4649.0,1090.2,1144.0,192.1,1.49,1.58,20.18,37.0,0
4553.7,576.6,967.1,109.7,0.99,6.67,23.05,60.7,0
7620.1,852.3,698.6,118.7,1.62,3.69,22.24,43.2,0
7414.2,849.2,867.7,239.3,2.02,0.68,16.54,30.6,0
6731.0,789.1,662.2,74.9,0.56,4.47,21.66,38.3,0
7607.9,540.6,1180.9,100.7,3.61,5.31,16.9,42.8,0
4681.1,974.2,1207.0,165.6,2.12,5.52,26.32,34.8,0
6522.9,948.7,1003.2,212.5,3.24,4.13,15.49,50.9,0
5812.2,664.9,1192.5,39.2,1.91,0.2,14.84,43.2,0
7270.3,941.5,883.4,179.1,5.29,7.68,21.15,48.2,0
5827.2,875.0,1018.0,221.2,3.38,5.55,18.11,29.4,0
5422.6,543.9,1119.4,107.3,1.52,4.15,21.7,34.1,0
6811.4,629.2,848.7,75.9,0.95,7.22,25.66,35.0,0
7314.3,1027.7,865.6,165.9,0.98,0.73,27.26,53.8,0
4997.5,861.9,1055.4,66.6,1.03,3.09,14.43,42.6,0
5908.4,687.1,992.2,98.4,3.04,6.52,18.9,48.1,0
4412.3,628.3,683.8,216.3,1.91,9.44,23.08,63.7,0
2252.9,696.9,368.9,145.8,5.0,2.86,24.48,38.7,0
6300.7,711.1,811.4,31.8,1.62,0.2,13.95,43.6,0
6913.4,630.8,388.7,85.8,1.56,5.83,18.23,43.1,0
6393.1,451.6,632.0,154.3,1.15,7.45,27.7,33.0,0
3075.7,1028.0,657.7,120.7,1.09,0.2,18.47,48.3,0
5473.7,994.1,724.9,161.9,0.41,3.65,23.71,36.5,0
2672.5,545.3,1030.5,185.1,3.72,6.81,25.56,31.3,0
8054.6,827.3,1078.3,120.5,0.6,7.7,24.67,20.0,0
4370.9,619.6,961.9,237.0,0.97,0.2,19.72,45.4,0
7883.1,747.7,989.2,220.4,1.47,3.37,25.2,46.0,0
7418.8,731.0,994.3,23.8,0.43,2.74,19.06,51.3,0
4649.1,714.4,300.7,71.3,1.23,1.46,12.51,58.3,0
4300.8,1200.6,852.2,79.1,0.73,4.52,10.79,44.2,0
6525.6,711.9,454.8,52.4,1.62,4.83,18.86,44.6,0
4733.5,638.3,962.0,81.8,6.67,8.49,21.87,29.0,0
6153.7,647.5,389.5,107.7,1.38,0.2,16.81,63.2,0
5275.8,1008.8,810.3,21.9,2.2,5.33,22.41,20.0,0
3328.3,469.6,970.5,39.3,3.02,2.01,15.98,43.1,0
2654.3,647.5,604.1,32.1,1.05,1.06,23.22,59.1,0
6340.0,1089.4,1061.6,20.7,0.3,3.32,25.4,40.1,0
5157.7,848.8,961.5,120.7,0.6,4.71,21.91,32.5,0
5170.4,838.4,933.8,86.8,1.91,2.53,15.15,50.4,0
7043.8,1226.4,1003.6,225.2,0.47,3.34,16.78,61.6,0
7760.2,849.3,771.0,33.6,1.74,3.98,19.39,66.6,0
5591.2,658.4,883.4,223.0,1.98,5.05,21.85,35.8,0
5489.1,743.6,852.2,29.9,0.69,6.85,20.09,49.4,0
6750.2,572.9,847.2,152.4,1.84,3.5,14.64,55.9,0
3964.6,1051.2,702.2,67.0,1.2,4.25,24.71,50.5,0
6334.7,914.9,576.6,200.2,2.29,4.09,26.51,49.5,0
6827.8,1024.9,775.9,24.1,2.65,8.33,21.74,40.0,0
7020.3,1042.6,763.8,229.1,1.03,5.21,20.41,41.8,0
3094.9,717.2,687.9,20.9,5.43,4.97,15.14,39.9,0
4858.0,611.0,1037.5,65.5,0.44,3.9,10.56,32.3,0
4682.6,789.7,592.1,116.8,0.77,4.06,20.53,35.7,0
6149.8,625.4,812.3,183.9,1.01,0.2,21.67,36.8,0
6721.1,833.0,1106.6,228.8,2.28,2.94,26.34,53.3,0
8245.1,1026.4,1050.0,108.4,0.46,5.33,23.14,50.3,0
5257.6,766.4,1117.6,184.2,4.07,4.02,26.51,42.7,0
5253.6,830.0,720.0,177.2,1.11,3.59,22.37,39.6,0
7724.5,781.2,1022.5,141.4,1.32,7.57,24.97,24.1,0
6444.9,960.5,616.1,168.9,0.74,4.99,15.62,41.7,0
7901.5,666.4,789.3,18.8,2.1,1.05,22.83,46.5,0
6433.1,360.7,810.0,111.6,2.74,0.2,19.13,64.3,0
4264.3,894.2,723.3,190.7,1.32,6.37,20.87,54.1,0
4000.3,997.6,770.4,119.1,3.87,1.75,23.07,45.4,0
3672.7,889.3,741.5,210.9,1.28,4.69,18.74,44.6,0
6993.1,672.0,633.9,201.7,1.44,5.99,14.62,34.5,0
7782.9,573.0,1038.4,208.6,1.17,4.67,19.58,47.1,0
8774.0,898.9,809.9,39.9,2.35,7.95,16.41,47.1,0
7264.7,828.3,894.3,66.2,1.77,3.58,23.94,47.3,0
7744.3,774.8,886.0,16.8,1.09,4.76,24.22,36.5,0
5130.0,1164.5,862.0,236.0,1.83,2.95,22.58,60.3,0
4265.4,610.6,870.4,64.3,2.43,3.3,25.66,62.1,0
7275.1,1155.0,782.8,94.4,2.06,6.01,21.37,44.5,0
6626.5,806.4,1162.0,73.2,1.05,6.31,20.34,52.0,0
6161.2,432.9,1017.4,19.2,1.97,0.2,22.89,30.3,0
6581.1,764.2,854.0,70.1,0.86,2.07,21.89,33.4,0
6484.8,991.9,751.6,32.6,1.32,4.53,16.87,50.1,0
7925.7,727.0,823.9,100.7,0.91,5.47,23.39,49.8,0
7942.5,505.0,941.9,232.4,1.63,0.94,10.27,50.0,0
6816.3,767.1,1180.0,170.6,2.52,2.62,25.72,45.0,0
7268.7,628.6,547.9,172.6,5.03,5.35,23.34,52.0,0
6771.1,898.4,995.2,114.2,3.79,5.81,14.96,35.7,0
5308.2,954.7,1097.9,196.6,5.42,4.99,22.64,42.2,0
7134.8,588.7,522.9,218.9,3.06,3.6,23.02,63.0,0
3908.3,658.8,810.1,231.2,4.11,1.5,22.44,43.3,0
7580.8,951.3,615.8,32.8,0.3,3.07,21.43,54.7,0
4208.2,628.2,944.7,212.3,6.51,6.53,15.05,42.5,0
6428.7,583.6,771.2,61.8,1.55,6.29,24.97,47.4,0
4732.3,564.3,821.4,101.4,6.56,1.85,14.88,54.8,1
6830.1,870.4,759.6,89.5,4.84,7.98,18.01,34.0,0
5949.1,861.8,1008.4,165.3,1.88,2.08,13.62,57.0,0
3607.9,663.2,900.4,147.5,0.3,4.38,20.82,42.2,0
6631.0,801.0,900.8,35.1,3.1,1.38,18.59,49.5,0
5133.1,1105.4,885.3,190.0,0.3,8.23,14.69,38.4,0
7321.7,605.2,975.9,111.1,2.73,6.12,28.49,39.4,0
6002.0,409.7,792.4,10.5,0.41,4.47,14.44,32.0,0
6593.1,891.0,1224.2,105.3,1.78,2.94,19.81,36.7,0
4563.6,777.9,578.3,128.8,3.0,9.44,19.54,45.1,0
5116.0,658.0,470.3,25.8,2.56,5.3,16.7,45.5,0
5312.0,930.4,452.1,44.8,2.74,9.1,20.12,51.5,0
7285.1,967.8,392.5,238.5,2.74,4.38,20.24,42.8,0
8516.1,358.3,998.1,210.4,3.17,4.45,19.12,54.3,0
4792.2,669.5,971.3,40.7,1.09,6.09,13.75,54.5,0
7615.3,1263.5,1115.7,143.5,3.72,4.48,17.7,39.6,0
2745.5,916.7,617.5,97.2,0.8,4.67,22.24,20.0,0
4208.7,935.2,1014.0,135.1,3.69,4.95,17.82,48.1,0
4561.8,1034.6,862.5,118.2,2.57,6.19,17.97,44.6,0
3971.2,803.4,886.6,21.1,1.92,2.07,18.56,34.2,0
3624.6,959.3,987.6,82.5,1.04,4.08,20.33,58.7,0
6619.5,943.6,683.6,38.9,0.54,2.75,24.85,40.9,0
5678.9,907.8,1419.2,122.5,1.0,5.62,21.31,35.5,0
6569.1,735.6,1143.0,218.7,1.04,4.06,22.64,65.5,0
7035.7,834.4,733.0,239.0,3.08,2.63,24.47,41.8,0
6398.4,682.3,610.0,227.2,0.59,7.61,22.45,45.0,0
6986.6,802.6,830.7,236.7,2.1,6.96,17.83,48.3,0
5895.7,566.3,890.1,13.5,2.35,6.97,19.07,33.1,0
4219.5,641.9,1084.4,177.8,0.63,7.27,19.86,38.4,0
7586.7,743.5,592.9,72.8,3.01,5.47,26.0,43.1,0
5116.3,611.3,912.8,209.1,2.18,5.68,14.35,59.1,0
4596.6,699.0,513.6,197.2,3.81,3.57,19.62,36.4,0
5733.1,767.2,946.0,107.4,3.32,7.37,19.83,53.9,0
4630.8,880.5,826.3,118.8,2.13,4.45,16.09,49.0,0
5373.9,989.9,1276.1,71.0,0.94,2.61,18.64,43.9,0
6516.1,707.2,509.9,76.4,0.95,5.1,17.55,38.3,0
6522.5,1067.0,1151.5,235.7,0.63,3.12,24.35,35.1,0
4653.3,987.7,475.2,214.4,0.77,6.33,19.51,74.1,0
5268.4,900.8,558.0,54.1,2.4,5.94,15.96,54.9,0
7611.5,830.7,481.0,73.4,1.85,6.19,13.1,42.4,0
6744.6,863.8,905.1,35.0,0.46,0.48,18.52,43.9,0
9112.6,1037.4,591.8,237.4,2.47,0.2,24.5,39.6,0
7770.2,1044.7,553.4,218.7,3.4,4.53,17.1,31.7,0
7716.4,1067.0,894.6,137.0,3.53,4.53,15.15,39.8,0
3918.2,808.3,949.4,169.4,0.4,7.34,22.36,40.9,0
7145.8,911.0,858.8,182.0,3.36,2.51,19.52,58.0,0
5920.3,1068.7,814.3,56.9,2.44,1.63,21.1,45.3,0
5173.5,675.3,1252.4,225.0,1.26,2.18,29.85,39.4,0
6252.0,736.3,882.1,131.2,4.62,1.36,24.63,60.4,0
7417.8,803.2,1027.3,31.3,0.98,2.8,17.23,38.5,0
6751.2,979.9,881.4,101.3,0.3,1.1,16.21,42.3,0
4682.3,983.0,608.5,148.4,1.3,4.25,13.25,56.3,0
7113.7,753.8,971.0,91.1,1.1,4.1,19.47,35.6,0
5043.6,498.3,705.7,170.8,2.3,2.31,23.6,38.4,0
6325.0,849.2,830.0,212.9,2.61,1.56,13.82,39.8,0
5545.0,616.3,917.2,187.5,2.7,1.22,23.29,48.3,0
5671.7,502.0,422.9,157.8,1.82,0.2,22.56,30.0,0
7149.4,547.2,495.9,127.8,1.89,2.27,21.43,43.0,0
4439.7,865.3,1050.1,68.5,4.47,2.84,17.72,35.0,0
8917.8,1072.2,704.0,114.6,0.31,0.2,20.5,42.6,0
3268.4,807.8,714.4,77.4,2.78,7.5,22.72,49.6,0
5103.5,842.3,886.6,224.8,2.0,6.3,22.03,34.6,0
6555.3,1036.6,765.2,218.7,1.3,3.57,20.47,33.6,0
6876.5,491.1,941.9,45.8,1.61,0.2,20.67,40.3,0
5849.3,904.0,838.8,199.2,2.03,6.82,24.26,39.9,0
5913.9,797.7,893.7,171.7,0.84,2.86,17.35,51.4,0
6615.8,913.2,695.6,234.3,2.41,0.2,22.21,27.7,0
5653.4,703.3,892.6,116.6,2.58,0.88,26.5,43.3,0
8089.8,636.4,1093.1,176.1,2.74,2.68,17.38,36.3,0
7259.0,828.1,725.1,129.1,3.89,1.62,18.44,32.8,0
7309.2,1129.8,1051.4,26.0,0.77,2.37,12.85,35.0,0
4550.8,972.2,838.7,20.8,1.05,0.2,19.79,37.1,0
5880.9,698.5,1011.6,38.1,0.57,7.57,23.85,33.8,0
5549.3,531.8,878.3,78.1,2.06,6.41,22.34,36.3,0
4491.6,463.6,842.6,69.6,1.43,2.08,15.98,42.5,0
6540.2,1063.2,926.9,177.5,3.36,6.15,17.32,34.9,0
5193.5,609.0,1117.0,174.7,4.68,2.83,17.17,44.4,0
6983.1,734.9,901.9,233.4,4.26,4.07,23.81,48.8,0
4394.7,1064.2,955.3,81.4,2.07,1.01,11.61,46.6,0
8578.6,477.2,768.9,225.8,6.24,5.32,15.99,41.0,0
4655.5,1098.5,1195.6,151.0,2.38,6.02,20.44,46.0,0
6329.0,749.3,990.9,123.9,0.86,4.56,19.93,30.8,0
7187.8,570.3,867.1,163.6,0.83,2.68,13.32,32.4,0
5144.0,750.5,823.0,171.6,2.24,0.2,25.24,47.3,0
7278.7,655.5,1065.1,49.5,2.76,6.15,16.21,41.2,0
4156.2,888.2,716.6,182.9,0.88,3.49,16.0,42.1,0
8178.2,670.4,457.8,176.8,1.53,2.05,17.29,40.0,0
6021.2,417.7,865.9,239.4,0.3,2.45,18.96,51.8,0
5105.4,755.9,1111.8,219.7,0.31,4.69,23.63,58.1,0
5551.2,528.7,1200.1,167.5,0.72,0.95,23.96,39.3,0
7213.4,840.9,826.4,173.8,1.5,5.06,24.78,44.7,0
5123.3,562.6,859.6,227.6,2.06,3.37,13.86,50.9,0
4876.0,702.4,964.3,232.5,1.32,2.22,19.7,49.8,0
5667.7,836.5,791.8,200.2,1.05,2.01,18.03,36.7,0
4234.6,757.5,963.6,186.5,2.39,4.88,21.34,28.3,0
8730.8,850.1,831.2,35.6,1.86,0.2,23.62,61.2,0
5150.4,936.1,1072.5,201.0,1.61,2.4,17.71,34.5,0
7247.4,568.4,1009.1,68.2,0.65,5.61,20.55,59.8,0
6314.2,787.1,1028.3,139.7,1.67,3.74,18.38,62.8,0
4523.2,150.0,804.8,103.2,1.15,7.03,14.7,50.1,0
5991.1,849.5,1273.7,89.5,0.39,4.34,14.61,52.4,0
7176.0,739.8,956.5,81.4,2.41,2.35,25.21,42.6,0
5717.6,603.3,904.4,206.7,3.29,3.4,28.01,45.8,0
7789.7,863.1,682.6,186.9,1.09,4.36,16.3,36.8,0
7532.3,1034.5,828.6,130.4,1.67,1.98,22.13,56.2,0
7378.4,704.8,875.2,162.8,0.76,5.52,19.44,65.7,0
5310.5,611.0,676.7,236.4,0.88,8.55,14.03,56.2,0
4380.2,833.0,785.7,101.4,1.6,1.08,23.31,41.9,0
5079.6,532.9,813.5,136.8,3.1,5.56,19.91,34.8,0
6294.4,667.9,862.3,132.7,2.45,2.06,12.49,62.3,0
6818.7,1044.5,462.2,225.3,1.65,2.28,21.98,33.9,0
2742.6,812.4,820.2,90.9,1.08,3.06,26.33,47.3,0
5987.8,424.1,767.0,236.8,0.81,2.51,14.53,52.9,0
6237.1,440.6,845.4,80.1,0.86,5.6,15.24,55.1,0
5583.7,832.4,1077.8,35.0,0.7,4.12,21.2,56.3,0
7936.9,972.5,1301.5,54.0,3.78,3.52,24.41,42.8,0
6632.7,476.5,999.2,108.0,0.61,4.89,17.71,40.4,0
7965.3,889.9,578.4,159.4,1.77,5.04,21.49,34.2,0
5676.1,1066.1,774.0,128.9,4.69,3.95,21.76,25.9,0
7406.2,1177.6,981.1,96.5,1.24,6.5,25.92,45.8,0
8452.6,866.2,956.3,139.3,4.26,4.24,15.65,56.0,0
7967.5,901.4,1067.2,202.9,2.08,9.28,21.75,38.9,0
4361.8,373.4,828.6,203.0,2.93,1.72,25.92,48.1,0
5619.5,1220.0,770.0,177.0,0.76,0.25,22.28,49.6,0
5482.3,684.9,1235.5,229.1,1.79,4.48,27.6,40.8,1
6733.9,613.3,862.9,145.7,1.32,6.28,19.88,51.2,0
7029.5,749.0,626.3,11.8,0.8,3.15,19.77,69.9,0
4741.7,1102.3,1174.5,76.9,1.49,1.95,15.92,44.2,0
6101.8,1241.6,520.9,85.5,2.87,4.01,23.2,47.8,0
2970.1,825.1,150.0,135.9,1.97,3.37,27.25,46.0,0
8162.9,999.6,1019.3,218.1,0.33,3.53,10.67,28.5,0
5231.4,808.6,1050.4,202.8,0.85,2.05,15.27,25.8,0
6083.8,592.4,941.1,63.4,0.37,2.71,23.36,46.4,0
5535.5,1095.3,563.5,129.5,2.33,6.39,26.51,44.5,0
7719.0,675.6,837.0,161.6,4.65,7.18,26.42,38.4,0
1743.7,1107.1,788.8,237.1,1.77,3.59,20.72,45.9,0
5975.1,1059.7,731.8,17.2,0.62,1.28,24.74,51.7,0
5841.3,922.8,1160.7,116.7,0.38,1.49,20.83,33.7,0
5319.5,1165.8,619.7,237.3,4.56,0.85,12.52,38.7,0
8589.3,1246.5,919.5,234.8,0.74,6.24,20.96,20.0,0
4669.0,765.0,1112.7,86.1,0.97,4.43,16.51,51.3,0
7157.7,638.2,933.9,10.0,1.8,3.51,20.24,54.5,0
6534.4,427.1,1123.0,144.9,0.82,6.22,23.4,47.5,0
7892.3,1248.9,974.0,209.4,1.32,5.03,17.07,30.6,0
4999.2,712.1,944.5,84.6,2.39,0.2,13.55,54.0,0
4900.5,1027.0,930.7,224.9,2.0,2.2,21.14,49.2,0
7644.1,651.7,985.0,86.5,1.91,3.89,25.41,38.9,0
6638.0,1107.7,765.2,150.3,1.54,8.43,16.0,52.3,0
3682.6,660.0,563.6,176.1,1.87,8.12,18.87,49.2,0
5191.0,561.7,1059.9,89.4,3.27,0.2,23.31,37.5,0
6579.6,758.3,1105.6,91.0,0.65,0.82,16.89,33.7,0
7256.6,693.6,905.4,118.1,2.41,4.36,24.06,39.1,0
4981.2,919.3,729.4,202.1,2.45,5.58,12.78,45.5,0
1628.6,789.7,507.3,33.2,0.62,2.35,21.33,52.9,0
6784.8,925.5,868.9,155.2,3.23,5.29,26.18,39.0,0
4169.5,741.8,553.2,165.8,1.12,2.34,17.39,39.8,0
2974.0,667.0,522.4,138.3,1.12,2.52,19.95,36.6,0
1751.5,683.3,845.4,225.2,1.1,1.21,8.12,53.5,0
7221.0,1209.0,682.0,148.5,4.87,0.58,16.74,52.0,0
6192.9,845.0,926.0,156.0,1.57,2.74,19.44,41.1,0
5661.5,403.2,815.0,147.9,1.33,6.83,24.07,32.9,0
8083.5,696.0,716.5,176.1,1.65,5.2,25.11,45.8,0
6956.0,819.4,474.9,41.1,1.49,4.68,22.43,30.4,0
8424.5,1169.1,662.4,215.7,1.41,3.29,13.23,33.4,0
3910.9,1005.7,670.4,19.8,1.19,5.06,19.09,52.7,0
5948.2,615.7,580.4,157.4,4.21,2.82,18.86,63.6,0
3574.9,1283.7,777.6,151.6,1.45,2.0,22.01,25.3,0
5655.9,793.8,597.6,57.9,0.93,5.33,22.18,49.1,0
5627.1,1049.3,814.0,19.4,3.81,2.58,19.04,21.2,0
6939.9,569.0,902.9,41.9,2.5,1.33,21.41,43.4,0
6068.3,320.4,668.2,72.5,3.15,5.08,16.62,38.8,0
6935.1,518.3,943.6,212.9,0.92,0.61,24.12,49.2,0
7055.2,150.0,550.5,206.8,1.67,4.97,16.13,48.5,0
9232.4,1222.4,605.3,24.7,3.16,5.02,18.71,52.3,0
5527.1,842.9,825.1,76.5,4.28,0.78,24.68,32.9,0
4588.5,615.1,1001.1,214.5,1.83,0.95,21.86,48.8,0
6369.1,890.5,1040.8,64.4,1.88,7.26,17.2,47.0,0
4796.6,837.9,1204.7,239.1,2.36,5.55,20.63,43.6,0
8222.9,924.2,767.2,69.1,3.97,5.21,20.75,53.6,0
5575.2,1041.9,821.9,180.0,2.2,4.54,27.16,57.6,0
5151.6,742.0,622.8,105.9,4.87,5.79,23.55,46.7,0
5293.0,624.0,574.2,41.3,2.33,5.79,22.83,29.8,0
7077.6,965.6,900.3,68.7,1.96,1.99,16.5,55.4,0
5763.4,960.5,679.3,165.3,1.71,3.52,16.67,43.2,0
5037.5,820.1,1121.1,87.5,1.73,2.9,17.32,49.9,0
8498.0,1235.5,528.3,148.9,3.55,5.43,26.81,44.6,0
4715.7,712.4,957.0,57.3,1.38,4.42,18.24,30.4,0
6053.3,620.0,628.7,113.2,0.8,7.16,18.64,38.7,0
6978.5,883.6,669.5,127.8,1.17,4.7,14.41,52.8,0
3553.0,665.0,968.6,104.9,3.35,4.09,14.82,35.1,0
6720.4,899.1,701.3,55.5,0.92,6.04,20.3,42.3,0
4417.3,633.4,736.5,116.2,2.86,6.06,24.45,54.4,0
7234.2,720.0,671.3,169.4,1.17,7.06,19.72,53.0,0
4556.0,1178.2,1242.7,231.9,0.73,4.51,20.09,60.5,1
7039.2,718.9,714.2,191.6,1.31,9.14,26.74,44.7,0
7658.7,640.2,861.3,47.1,3.27,6.31,20.06,50.4,0
7292.2,1034.1,805.6,72.7,4.64,9.24,19.9,46.8,0
6377.0,589.8,898.7,28.1,1.35,4.21,24.11,28.9,0
5653.0,661.4,714.8,41.2,3.01,9.67,23.42,54.7,0
5135.4,915.3,805.8,67.7,1.09,5.79,17.73,44.4,0
8206.6,987.7,936.7,55.9,0.3,1.44,18.93,45.3,0
4950.8,1044.1,660.1,59.1,1.27,1.62,21.66,49.7,0
4444.4,650.6,1089.7,63.1,3.59,3.26,20.84,44.8,0
6998.1,919.2,1110.8,79.2,0.52,3.23,26.21,31.1,0
4805.8,706.8,983.4,38.9,0.94,4.85,18.88,31.1,0
4574.9,678.9,865.4,73.9,3.49,8.4,22.79,43.5,0
3834.6,1040.6,192.1,168.3,2.16,4.81,21.8,40.2,0
5275.6,690.1,943.3,64.4,1.94,1.48,21.62,42.3,0
5875.9,855.6,763.9,49.5,0.64,5.1,17.51,35.7,0
6364.6,831.1,795.8,25.6,1.05,2.99,19.68,37.8,0
7427.0,585.8,432.6,125.0,1.72,3.12,19.95,36.8,0
6790.3,993.2,958.6,203.7,2.45,3.53,25.52,39.7,0
5713.7,912.1,531.3,23.6,6.33,3.08,18.8,42.5,0
5702.7,402.7,876.1,134.7,2.27,0.76,19.9,52.9,0
6765.2,855.5,1049.0,159.6,1.99,4.24,20.03,54.7,0
7908.9,645.4,746.7,146.3,2.27,8.35,27.39,57.0,0
6189.5,1019.4,1117.5,211.9,0.47,6.0,23.02,43.7,0
5296.3,510.9,685.7,209.3,2.7,1.03,22.4,39.7,0
4510.7,728.7,982.1,23.2,0.44,0.2,20.47,32.6,0
3832.2,872.4,562.9,93.0,4.1,4.83,18.25,47.9,0
6999.4,810.9,1076.8,164.3,0.83,5.45,24.29,43.9,0
6867.0,952.6,1042.7,229.1,0.67,5.44,18.5,45.8,0
6866.0,496.3,953.0,195.1,0.61,4.28,27.54,46.9,0
5807.0,1130.4,763.5,50.6,1.95,1.41,20.73,55.0,0
8110.4,905.0,541.6,74.2,1.62,8.16,22.65,49.3,0
5273.8,1071.9,764.1,185.6,2.44,3.69,20.09,47.8,0
7432.9,974.8,1094.3,118.4,1.59,2.7,30.75,37.1,0
5941.9,797.7,878.6,135.9,1.72,5.23,15.9,58.7,0
5087.5,543.2,508.3,150.1,0.49,2.74,18.58,44.6,0
6888.8,687.3,602.6,33.8,2.59,1.17,16.39,43.8,0
6614.5,1117.9,1125.7,206.9,2.47,2.78,15.13,48.9,0
6535.5,1077.1,957.3,208.5,2.92,4.61,21.42,38.1,0
6121.9,676.1,578.5,117.7,1.72,7.27,18.43,51.1,0
5943.2,236.3,461.5,154.2,2.02,0.2,18.72,59.7,0
9582.6,757.5,712.5,161.8,2.61,5.06,18.92,39.8,0
7776.4,742.5,442.7,53.6,2.68,6.1,20.21,45.6,0
7084.2,750.0,815.7,35.9,2.49,5.02,14.33,40.6,0
6167.7,905.7,1389.4,14.8,3.02,5.59,15.4,48.1,0
7510.7,975.2,498.7,220.0,3.47,7.53,14.98,50.2,0
6777.0,998.1,809.1,89.5,1.42,6.36,20.39,49.0,0
6039.3,889.1,1138.6,29.7,1.77,3.01,20.31,52.2,0
5544.7,439.8,1014.8,117.1,2.62,6.39,20.06,32.5,0
5878.6,731.8,817.3,27.4,0.97,4.41,21.99,50.8,0
1244.4,1260.8,817.8,29.6,0.82,5.96,21.37,46.5,0
6315.9,874.8,595.7,122.4,0.84,0.88,13.67,63.1,0
5267.3,873.6,791.1,127.0,1.05,3.56,19.51,43.0,0
8389.0,871.9,903.6,143.4,1.23,5.51,20.74,61.2,0
6029.0,883.1,1093.1,161.0,2.41,3.68,15.93,55.4,0
4216.6,323.4,713.6,163.7,1.72,5.33,14.32,53.9,0
5925.2,752.1,808.2,109.6,5.19,7.36,22.93,45.7,0
4430.8,792.4,641.2,158.0,0.92,3.32,16.49,59.2,0
6710.1,1056.3,899.6,80.1,6.49,6.21,23.45,36.7,0
6436.4,809.5,1022.4,111.5,2.76,1.43,20.19,51.2,0
7436.8,470.7,988.5,100.5,0.84,5.9,18.83,62.3,0
4813.7,886.0,592.6,85.7,0.36,0.2,22.53,42.2,0
6051.0,639.2,882.3,64.9,0.77,4.49,20.55,49.8,0
3952.5,556.6,701.0,28.0,0.36,4.41,19.6,36.4,0
7052.2,633.2,1072.4,126.4,1.73,8.3,16.63,62.6,0
6778.3,908.5,814.5,133.6,2.54,2.79,25.87,42.3,0
6743.7,1051.8,515.7,87.3,1.5,0.2,16.0,44.2,0
6002.4,896.6,801.6,234.4,1.1,5.31,24.41,39.7,0
6622.2,926.4,950.9,138.1,0.83,1.47,14.15,41.5,0
8406.5,894.6,903.7,214.5,3.84,4.15,21.78,42.7,0
5572.4,820.3,737.4,141.1,1.24,2.35,23.13,49.0,0
6208.0,939.4,721.2,53.7,3.49,3.48,20.46,43.2,0
4370.8,316.2,632.7,234.2,0.39,0.2,22.73,24.9,0
4697.6,822.2,763.2,213.6,4.7,0.2,24.74,49.7,0
6146.7,591.0,661.8,118.4,2.01,4.95,22.44,61.2,0
7655.9,1032.6,1063.4,65.9,1.11,3.64,26.74,31.8,0
5615.6,770.6,651.7,61.2,0.89,1.14,28.52,48.7,0
5646.1,806.2,876.9,195.4,2.1,2.62,26.17,71.1,0
5389.7,499.0,861.9,25.9,1.78,5.23,22.76,42.0,0
5197.9,1003.4,1058.0,156.8,1.22,3.31,18.54,45.0,0
6442.5,925.5,1089.7,157.2,0.39,5.09,21.29,39.5,0
3754.1,911.4,1003.1,52.0,1.67,1.81,22.36,55.6,0
7921.4,637.4,927.6,172.1,7.38,5.37,15.42,53.2,1
5001.9,645.3,619.3,172.2,1.72,3.4,19.61,37.5,0
7082.9,844.7,614.8,90.5,0.58,4.95,16.08,47.5,0
4095.0,661.1,663.9,121.2,0.54,4.73,17.99,38.6,0
7003.3,887.0,1015.4,201.5,0.43,2.99,21.41,38.9,0
7007.9,367.8,866.1,130.3,2.71,3.11,19.39,38.3,0
6576.3,702.5,1041.1,152.2,4.23,3.62,17.69,40.9,0
4508.4,1159.4,1070.6,104.9,0.68,5.71,21.62,39.1,0
